Date,Inflation_Rate,Interest_Rate,GDP_Growth,Unemployment_Rate
2019-01-31,14.634172452606725,9.540270129387793,0.5217338990182885,9.979551324024213
2019-02-28,5.57542332181962,7.014211199677938,-1.0775912772876053,11.19155715251772
2019-03-31,14.32196633985177,21.582521633418303,-1.1440699106030134,8.257550131283757
2019-04-30,16.66816558305316,8.576342133752288,3.755679741359775,11.119445117376412
2019-05-31,12.505375405765854,18.40929673723583,4.836549312261127,4.492452275573355
2019-06-30,10.362699926408554,23.463096181273446,0.05561839606775898,4.594523900846992
2019-07-31,9.161401022014687,10.755734436851759,-1.8327239013181202,9.029534615814988
2019-08-31,14.642030752431237,18.974911052264396,-0.21527985243715353,10.045845312166385
2019-09-30,15.392017979448632,8.41657438073517,-1.5478744736259413,13.76599404369401
2019-10-31,18.06451399793814,17.867592589077034,-1.172840506959668,5.151266972986859
2019-11-30,10.13501123691486,9.95077097715765,1.452064958781139,13.049127199132784
2019-12-31,16.546584610783782,20.247164089273205,-0.16065303310693935,6.310520710212765
2020-01-31,13.420337362840069,12.422163306290347,2.127567028203387,8.33492013361035
2020-02-29,18.242547360171187,15.341038158483633,0.027950026057522948,7.4826267831015425
2020-03-31,12.917181624434312,17.78974975649719,5.524298408823581,8.401708001519388
2020-04-30,12.764447425969507,10.082921391992311,5.247551743410116,5.655450478798441
2020-05-31,13.668156221613636,20.349480735117176,2.534448840083728,9.539270818439103
2020-06-30,16.239730327136517,12.447526131462663,0.8353919358990893,12.81806848814504
2020-07-31,19.470357182426916,18.922693478429565,1.0491750562778845,8.856874114167866
2020-08-31,6.103450313236484,9.849094912588725,1.2948182651559756,9.396749334880191
2020-09-30,5.801519035865257,19.386117865714304,3.8206345770795522,13.336443438094456
2020-10-31,19.063255061110077,9.307385310588312,1.6131119641507032,11.766639261018339
2020-11-30,12.948134382773091,14.656416932859706,4.853839572047179,9.394998493717633
2020-12-31,14.223545218504041,11.449709327299782,5.552758287442916,6.834652130080976
2021-01-31,12.236354023920933,20.470754489707286,0.6875692270314708,13.734194215294632
2021-02-28,6.404861789112117,11.716630081123743,2.485555851005441,10.347224418596142
2021-03-31,16.521340676279998,22.870911515117132,-1.2395477053394846,6.432623711217627
2021-04-30,16.208369676328804,23.05276380531903,-0.3962476178691281,6.960317279018113
2021-05-31,9.67554982239218,10.535943674010145,1.3077261336812809,12.834463978298706
2021-06-30,9.593588678426006,18.049227010139035,-0.35037827278576916,4.48560118296201
2021-07-31,17.567620713582777,8.578917550959357,5.0124839263097405,14.913014057317021
2021-08-31,6.085358866119899,14.047667792829326,-0.7337099515272154,5.43386847686271
2021-09-30,18.216577225348487,19.8397911310229,1.6452865724247356,12.756753779366312
2021-10-31,8.849925348438717,18.869618443298492,2.8455939236790053,8.342528484488511
2021-11-30,13.894771216332408,18.244612049318945,3.5349112652867554,9.414378016162136
2021-12-31,19.039912685026664,12.085735545923985,1.064554957812054,13.687156352110357
2022-01-31,15.171837523049696,13.804449089819236,4.952792549797828,8.542023085481347
2022-02-28,11.21644718700555,8.853030604605152,2.546553208623404,9.912431290405578
2022-03-31,15.343013133581227,19.942410767804816,1.5160622435804143,4.54229628650087
2022-04-30,10.159694544745552,16.069998342242926,-1.462074927583707,4.025822212541985
2022-05-31,9.158876245237792,19.757781382221783,1.71751574756132,6.692798603018985
2022-06-30,19.950249169020196,11.48098344634371,4.565886726525842,11.486414022106441
2022-07-31,16.261853467696817,12.839888115431192,2.9163281457705237,5.3339138269505035
2022-08-31,14.670799660727264,13.015876070682063,4.657299629832947,5.251381546850044
2022-09-30,10.329344648289782,7.463363375449892,1.952093364794445,8.520566688394936
2022-10-31,5.737412437325722,13.138861710951224,-1.0523063592441453,11.126207424690492
2022-11-30,5.465853140527334,21.459482323324604,-1.8908812333129514,11.832791914727235
2022-12-31,13.312718831731981,23.151372923495295,0.42575637374872954,5.962957415082123
2023-01-31,16.430490815585767,16.327929681446694,3.58392377198234,4.875469621092467
2023-02-28,13.060687856657825,15.199030513945964,4.32207923153355,14.344367373400987
2023-03-31,17.611776079086717,7.554843136588665,0.36602267696263535,6.86733020818312
2023-04-30,5.501397996398325,22.82567807653689,1.965231367065977,13.386811473695962
2023-05-31,10.5012811463891,7.234183841665709,1.368951235472653,13.498405955091002
2023-06-30,8.55605586761267,24.005501443783814,1.2841822748114229,12.49774850938799
2023-07-31,11.70909452235683,15.805892476385631,-0.14921029439879607,5.857169673178271
2023-08-31,6.085645897911837,13.154820884345078,-0.909031159764333,13.039816051796203
2023-09-30,19.311974623566087,23.63593182716788,-0.42649153415029506,12.461756151657454
2023-10-31,8.348831016040414,7.439037875981741,-1.5573409026932312,10.563952891168388
2023-11-30,18.83461663225377,17.465648107643567,-0.4149540654113837,7.70922238685848
2023-12-31,11.388397325550226,16.880785440988078,-1.9263928189969644,6.887594646931985
2024-01-31,19.78286199882827,10.947767221804877,3.018067205087826,5.340781332883949
2024-02-29,13.310875751903161,14.719973764303791,0.5310032591014631,9.607327735909585
2024-03-31,18.962492962637114,18.740752106987863,5.785157691415269,10.437869630608311
2024-04-30,5.0802348304133425,20.088361543874697,-0.4502635937896171,7.952728895673659
2024-05-31,16.2235820927135,7.012903456718436,0.7666285624767513,9.228949744489555
2024-06-30,18.54575979653773,23.863361741638276,0.8627292691322657,7.998659031061933
2024-07-31,7.095808504684311,9.961456703070624,-1.9323880315003157,11.051066630527714
2024-08-31,6.441887775982273,11.204447816002466,4.7136636243156715,13.913851285762197
2024-09-30,11.368589107789333,11.742522022489268,-1.7440443188454022,5.803122882516393
2024-10-31,19.005183591994026,7.680762457936636,5.521438677833931,8.195496908934357
2024-11-30,13.135798402856581,9.214938224625849,5.136594808748965,5.549554643459475
2024-12-31,12.911846955825983,24.754298612994916,2.2841753286877085,10.874381474486153
